Filename,TrueAngle,Est_MVDR,Est_SRP_PHAT,Est_W_SRP_PHAT,Est_GCCWLS,abs_err_mvdr,abs_err_srp,abs_err_wsrp,abs_err_gccwls
100d1m_021.wav,100,98,99,98.8254501376294,98.7873275253696,2,1,1.17454986237063,1.21267247463035
100d1m_022.wav,100,99,99,98.7389840311037,98.6472466205835,1,1,1.26101596889632,1.3527533794165
100d1m_023.wav,100,98,99,98.8434126315189,98.6944370165612,2,1,1.15658736848114,1.30556298343882
100d1m_024.wav,100,100,99,98.9679964671092,98.8648311065838,0,1,1.03200353289076,1.13516889341618
100d1m_025.wav,100,97,99,98.8773158953734,98.7356625428724,3,1,1.12268410462657,1.26433745712762
100d1m_026.wav,100,98,99,98.8137855169262,98.6556838177078,2,1,1.18621448307383,1.34431618229218
100d1m_027.wav,100,98,99,98.6385051940864,98.5419180392872,2,1,1.36149480591355,1.45808196071278
100d1m_028.wav,100,99,99,98.8162392016123,98.6768115020641,1,1,1.18376079838772,1.32318849793592
100d1m_029.wav,100,98,99,98.6649448374812,98.5697203788769,2,1,1.33505516251876,1.43027962112306
100d1m_030.wav,100,99,99,98.5200405545927,98.9494630441212,1,1,1.47995944540727,1.05053695587884
100d1m_031.wav,100,99,100,98.4546262281293,98.4328066722035,1,0,1.5453737718707,1.56719332779649
100d1m_032.wav,100,99,100,99.3982632956677,99.5766019098795,1,0,0.601736704332311,0.423398090120472
100d1m_033.wav,100,99,99,98.9090663449923,98.8118026133741,1,1,1.09093365500766,1.18819738662592
100d1m_034.wav,100,99,100,98.7333910548923,98.6641031990244,1,0,1.26660894510775,1.33589680097565
100d1m_035.wav,100,99,99,98.6550582080863,98.5712127847748,1,1,1.34494179191366,1.42878721522519
100d1m_036.wav,100,99,99,99.0825127513549,98.9947025090026,1,1,0.917487248645088,1.00529749099745
100d1m_037.wav,100,98,100,99.0886650388612,98.9666940070715,2,0,0.911334961138792,1.0333059929285
100d1m_038.wav,100,98,100,99.0623535056938,98.985866991705,2,0,0.937646494306222,1.01413300829499
100d1m_039.wav,100,98,99,98.9015930020996,98.7263831523202,2,1,1.09840699790041,1.27361684767982
100d1m_040.wav,100,98,99,98.2825054803405,98.27785544838,2,1,1.7174945196595,1.72214455161999
100d1m_041.wav,100,97,99,98.6946295387953,98.8822794133381,3,1,1.30537046120466,1.11772058666186
100d1m_042.wav,100,99,99,98.4826757344093,98.4081589106382,1,1,1.51732426559067,1.59184108936178
100d1m_043.wav,100,98,99,98.5874311630249,98.4580512487904,2,1,1.4125688369751,1.54194875120963
100d1m_044.wav,100,98,99,98.9386951942623,98.8350609967365,2,1,1.06130480573772,1.16493900326348
100d1m_045.wav,100,97,99,98.6953290938105,98.5539113977931,3,1,1.3046709061895,1.44608860220694
100d1m_046.wav,100,99,99,99.1648506635717,98.9567154230417,1,1,0.83514933642833,1.04328457695829
100d1m_047.wav,100,98,99,98.7774223353146,98.6728531414303,2,1,1.22257766468539,1.32714685856972
100d1m_048.wav,100,98,99,98.549243363877,98.4174829558445,2,1,1.45075663612302,1.58251704415552
100d1m_049.wav,100,97,99,98.9803991055204,99.0210000208125,3,1,1.01960089447959,0.978999979187492
100d1m_050.wav,100,98,99,99.460381966035,99.6312264475088,2,1,0.53961803396497,0.368773552491248
100d1m_051.wav,100,99,100,98.5359892712886,98.6227091324638,1,0,1.46401072871141,1.37729086753616
100d1m_052.wav,100,97,99,99.0862276852402,99.0372951970742,3,1,0.913772314759797,0.962704802925842
100d1m_053.wav,100,99,99,98.8974530843967,98.8261004272313,1,1,1.10254691560331,1.17389957276866
100d1m_054.wav,100,98,100,98.4375984458205,98.3358520502666,2,0,1.56240155417947,1.6641479497334
100d1m_055.wav,100,100,99,98.4957915720559,98.3508596224495,0,1,1.50420842794414,1.64914037755045
100d1m_056.wav,100,98,99,98.8575895558857,98.7065821617811,2,1,1.1424104441143,1.29341783821894
100d1m_057.wav,100,99,99,98.5430069250652,98.43331146517,1,1,1.45699307493477,1.56668853482995
100d1m_058.wav,100,99,99,99.1350813958071,98.9590061148855,1,1,0.864918604192894,1.04099388511446
100d1m_059.wav,100,99,99,98.3432551618718,98.2217151167712,1,1,1.65674483812825,1.77828488322878
100d1m_060.wav,100,97,99,98.5169463162887,98.5998964305114,3,1,1.48305368371132,1.40010356948859
100d1m_061.wav,100,98,99,98.9897147287415,99.0809254415732,2,1,1.01028527125847,0.919074558426843
100d1m_062.wav,100,98,99,98.9820752552686,98.8289024203343,2,1,1.0179247447314,1.17109757966573
100d1m_063.wav,100,100,99,98.6346994642807,98.5190382291008,0,1,1.36530053571934,1.48096177089917
100d1m_064.wav,100,98,99,98.4349606698751,98.3192848143492,2,1,1.56503933012495,1.68071518565081
100d1m_065.wav,100,98,99,98.9766772838543,98.8224584445606,2,1,1.02332271614574,1.17754155543939
100d1m_066.wav,100,99,99,98.5412420599586,98.4255639711552,1,1,1.45875794004135,1.57443602884476
100d1m_067.wav,100,99,99,98.6101843056803,98.4843934804936,1,1,1.38981569431971,1.51560651950643
