file,fs,duration_s,channels,channel_index,rms_dbfs,peak_dbfs,crest_db,zcr,snr_db,spectral_centroid_hz
100d1m_024.wav,16000,1,6,3,-39.7489585323926,-22.5185893822668,17.2303691501258,0.0648560175950079,25.2685867735635,7948.60993097468
100d1m_024.wav,16000,1,6,4,-39.3092703192479,-22.1441993929573,17.1650709262905,0.0650861848498798,25.3323931701862,7949.1992351789
100d1m_024.wav,16000,1,6,5,-88.7170878693347,-84.2883987858831,4.42868908345162,0.423661193800829,1.45748092181738,7738.51536962597
100d1m_024.wav,16000,1,6,6,-88.7480523927473,-84.2883987858831,4.45965360686415,0.437701396348013,1.52251626136189,7740.02739938692
100d1m_025.wav,16000,1,6,1,-39.4287885791192,-25.8807139423475,13.5480746367717,0.0505344995140913,11.4224612592864,7959.46433882197
100d1m_025.wav,16000,1,6,2,-39.349834232123,-26.0386435592682,13.3111906728548,0.0483606976625237,11.7457196311922,7960.60895484944
100d1m_025.wav,16000,1,6,3,-39.3691735712559,-26.2919887373728,13.0771848338831,0.0505344995140913,12.0437647856365,7960.107151976
100d1m_025.wav,16000,1,6,4,-38.8735549404507,-25.8650777731599,13.0084771672908,0.0510459823026955,12.2453893244391,7960.2464986111
100d1m_025.wav,16000,1,6,5,-88.7624770107734,-84.2883987858831,4.47407822489025,0.436806301467956,1.34065622630758,7741.14923048407
100d1m_025.wav,16000,1,6,6,-88.7200990983124,-84.2883987858831,4.43170031242924,0.440130939593883,1.35098018117941,7739.83249043666
100d1m_026.wav,16000,1,6,1,-42.0814795570334,-23.3079168276137,18.7735627294197,0.066467188379111,23.1096536780434,7935.64800135895
100d1m_026.wav,16000,1,6,2,-41.8616194104277,-23.0933449017287,18.768274508699,0.0691013247404225,23.4618143312855,7937.64333609674
100d1m_026.wav,16000,1,6,3,-41.8649605668407,-23.3040383325111,18.5609222343296,0.0740627077898829,23.6645731435846,7938.09928700515
100d1m_026.wav,16000,1,6,4,-41.4549783773758,-22.7920699730112,18.6629084043646,0.0760319165260089,23.5328398296777,7938.15139102028
100d1m_026.wav,16000,1,6,5,-88.7366982821782,-84.2883987858831,4.44829949629508,0.437599099790292,1.48467824785917,7740.20023576907
100d1m_026.wav,16000,1,6,6,-88.7807663298993,-84.2883987858831,4.49236754401618,0.438826658482942,1.48790360271893,7741.23067066911
100d1m_027.wav,16000,1,6,1,-38.2728139190015,-24.0274388636101,14.2453750553914,0.0588716689683392,16.2713778664496,7955.8410808529
100d1m_027.wav,16000,1,6,2,-38.0367069382452,-23.8604776510753,14.17622928717,0.0613779346324996,16.7172742343666,7958.4658159258
100d1m_027.wav,16000,1,6,3,-38.0411152244015,-23.9560878347712,14.0850273896303,0.0635005882052069,16.9725654818336,7957.88260940015
100d1m_027.wav,16000,1,6,4,-37.6488049772628,-23.7822814806193,13.8665234966435,0.0659045573116465,17.0681766191034,7957.91870675271
100d1m_027.wav,16000,1,6,5,-88.7043133879514,-84.2883987858831,4.41591460206831,0.42506777146949,1.36572532499117,7737.39484661803
100d1m_027.wav,16000,1,6,6,-88.6870898580338,-84.2883987858831,4.39869107215068,0.434095442688354,1.50902817864291,7736.93663223455
